Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categoría,Provincia,Departamento,Localidad,Nombre,Dirección,Piso,CP,cod_area,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,tipo_gestion,Pantallas,Butacas,espacio_INCAA,año_actualizacion
06638040,06,06638,NULL,Salas de cine,Buenos Aires,Pilar,Pilar,Multiplex,Las Magnolias 754,Piso 1,1629,230,4384812,ssomma@cinesmultiplex.com.ar,https://www.multiplex.com.ar/,NULL,-34.44706700,-58.86709800,Localización precisa,INCAA / SInCA,Privado comercial,9,1407,NULL,2018
06497060,06,06497,NULL,Salas de cine,Buenos Aires,Lujan,Luján,Cinema Rosso,Lavalle 410,NULL,6700,2323,423954,cinema-rosso@hotmail.com,www.cinemarossolujan.com/,NULL,-34.56415200,-59.11585200,Localización precisa,INCAA / SInCA,Privado comercial,2,197,NULL,2018
06588100,06,06588,NULL,Salas de cine,Buenos Aires,9 de Julio,9 de Julio,El Cine De La Biblioteca,Mendoza Y San Martin 991,NULL,6500,2317,457354,waltermarini@msn.com,https://www.facebook.com/bibliotecapopularjingenieros/about/,NULL,-35.44491400,-60.88791200,Localización precisa,INCAA / SInCA,Privado comunitario ,1,90,NULL,2018
06658010,06,06658,NULL,Salas de cine,Buenos Aires,Quilmes,Quilmes,Cine Teatro Municipalidad De Quilmes,Mitre 721,NULL,1878,NULL,42532213,incaaquilmes@gmail.com,https://www.facebook.com/INCAAQuilmes/,NULL,-34.72256600,-58.25320100,Localización precisa,INCAA / SInCA,Público municipal,1,415,si,2018
06182030,06,06182,NULL,Salas de cine,Buenos Aires,Coronel de Marina L. Rosales,Punta Alta,Cinema Colon,Rivadavia 459,NULL,8109,11,68643237,k.jana@cinemacolon.com.ar,http://www.cinemacolon.com.ar,NULL,-38.88019600,-62.07672100,Localización precisa,INCAA / SInCA,Privado comercial,1,390,NULL,2018
06595070,06,06595,NULL,Salas de cine,Buenos Aires,Olavarria,Olavarría,Flix Olavarría,Rivadavia 4730,NULL,7400,2281,444411,flix.olavarria@gmail.com,http://olavarria.flixcinema.com.ar/,NULL,-36.88081600,-60.30440900,Localización precisa,INCAA / SInCA,Privado comercial,2,660,NULL,2018
06826010,06,06826,NULL,Salas de cine,Buenos Aires,Trenque Lauquen,Beruti,Cine Club La Luisa,San Martin 455,NULL,6424,2392,491112,deñegacionberuti@yahoo.com.ar / bttinaty@yahoo.com.ar,NULL,NULL,-35.85261400,-62.51235000,Localización precisa,INCAA / SInCA,Público municipal,1,310,NULL,2018
06826040,06,06826,NULL,Salas de cine,Buenos Aires,Trenque Lauquen,30 De Agosto,Cine Teatro Santa Rosa De Lima,Santa Rosa De Lima 170,NULL,6405,2392,471739,comprasente30deagosto@cetl.com.ar,https://www.trenquelauquen.gov.ar/noticias/30-de-agosto-funciones-en-el-cine-santa-rosa/,NULL,-36.27850800,-62.54435500,Localización precisa,INCAA / SInCA,Público municipal,1,410,NULL,2018
06861010,06,06861,NULL,Salas de cine,Buenos Aires,Vicente Lopez,Munro,Lumiton,Sargento Cabral 2354,NULL,1605,NULL,45806236,lumiton.usina@gmail.com,https://www.instagram.com/lumiton_usina/,NULL,-34.52791900,-58.51593400,Localización precisa,INCAA / SInCA,Público municipal,1,30,NULL,2018
06028010,06,06028,NULL,Salas de cine,Buenos Aires,Almirante Brown,Adrogué,Cinemas Paseo Adrogué,Segui 699,NULL,1846,NULL,42140763,NULL,https://www.fandango.lat/ar/cines/cpm-cinemas-paseo-adrogue-190321-191200,NULL,-34.80009700,-58.39675300,Localización precisa,INCAA / SInCA,Privado comercial,4,710,NULL,2018
06840010,06,06840,NULL,Salas de cine,Buenos Aires,Tres de Febrero,Caseros,Cine Teatro Paramount,Tres De Febrero 2561,NULL,1678,NULL,47501438,inoya@tresdefebrero.gov.ar,https://www.tresdefebrero.gov.ar/tema/cine-teatro-paramount/,NULL,-34.60539600,-58.56397700,Localización precisa,INCAA / SInCA,Público municipal,2,645,SI,2018
10049030,10,10049,NULL,Salas de cine,Catamarca,Capital,Catamarca,Cinemacenter,Av. Guemes 850,NULL,4700,3833,4423040,centercatamarca@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-28.47586700,-65.77458100,Localización precisa,INCAA / SInCA,Privado comercial,5,914,NULL,2018
22140060,22,22140,NULL,Salas de cine,Chaco,San Fernando,Resistencia,Espacio Incaa Guido Miranda,Colón 164,NULL,3500,3624,4810748,lagomecita@hotmail.com,http://www.ecomchaco.com.ar/guidomiranda/default.htm,NULL,-27.45563940,-58.98448010,Localización precisa,INCAA / SInCA,Público provincial,1,167,si,2018
22140060,22,22140,NULL,Salas de cine,Chaco,San Fernando,Resistencia,Cinemacenter,Av. Lavalle 826,NULL,3500,3624,415999,centeravalos@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-27.43821400,-58.98703800,Localización precisa,INCAA / SInCA,Privado comercial,5,792,NULL,2018
22140060,22,22140,NULL,Salas de cine,Chaco,San Fernando,Resistencia,Cinemacenter,Av. Dr. Sabin Y Av. Nicolas Avellaneda,NULL,3500,3722,446554,centerresistencia@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-27.43874700,-58.98728500,Localización precisa,INCAA / SInCA,Privado comercial,3,690,NULL,2018
26007020,26,26007,NULL,Salas de cine,Chubut,Biedma,Puerto Madryn,Cine Teatro Auditorium,28 De Julio 129,NULL,9120,2804,455653,auditorium@madryn.com,http://www.cinemadryn.com/,NULL,-42.76625100,-65.03536900,Localización precisa,INCAA / SInCA,Privado comercial,2,486,NULL,2018
26035060,26,26035,NULL,Salas de cine,Chubut,Futaleufu,Trevelin,Espacio INCAA Trevelin,28 De Julio 414,NULL,9203,2945,480145,culturatrevelin@gmail.com,https://cines.com/argentina/espacio-incaa-trevelin/,NULL,-43.07951600,-71.46313500,Localización precisa,INCAA / SInCA,Público municipal,1,150,si,2018
26077040,26,26077,NULL,Salas de cine,Chubut,Rawson,Trelew,Espacio INCAA Km 1460,9 De Julio 655,NULL,9100,280,4969388,donato.enrique@hotmail.com,https://www.facebook.com/pg/Sala-Incaa-Km-1460-Trelew-197525007014521/about/?ref=page_internal,NULL,-43.25346100,-65.31623100,Localización precisa,INCAA / SInCA,Público municipal,1,100,si,2018
26035030,26,26035,NULL,Salas de cine,Chubut,Futaleufu,Esquel,Auditorio Municipal De Esquel,Belgrano 330,NULL,9200,11,5081526,coordinacioncultura@yahoo.com.ar,https://www.facebook.com/CulturaEsquel/,NULL,-42.91433200,-71.33242000,Localización precisa,INCAA / SInCA,Público municipal,1,243,NULL,2018
26077040,26,26077,NULL,Salas de cine,Chubut,Rawson,Trelew,Coliseo,Belgrano 375,Piso 1,9100,2804,425300,delcoliseosa@speedy.com.ar,https://www.facebook.com/Cine-Coliseo-Trelew-262482040443290/,NULL,-43.25278400,-65.30766700,Localización precisa,INCAA / SInCA,Privado comercial,1,380,NULL,2018
26077030,26,26077,NULL,Salas de cine,Chubut,Rawson,Rawson,Centro Cultural José Hernández,Dr. Jorge Galina S/N,NULL,9103,2804,485564,cinerawsonchubut2014@gmail.com,https://www.facebook.com/media/set/?set=a.910604218955417.1073743674...type...,NULL,-43.29985800,-65.09948700,Localización precisa,INCAA / SInCA,Privado comercial,1,400,si,2018
26021030,26,26021,NULL,Salas de cine,Chubut,Escalante,Comodoro Rivadavia,Cine Coliseo,San Martin 570,NULL,9000,297,6210242,cinecr@speedy.com.ar,https://www.cinesargentinos.com.ar/horarios/c:511:coliseo-comodoro-rivadavia-/,NULL,-45.86105700,-67.48258100,Localización precisa,INCAA / SInCA,Privado comercial,1,380,NULL,2018
26021030,26,26021,NULL,Salas de cine,Chubut,Escalante,Comodoro Rivadavia,Cine Teatro Español,San Martin 668,NULL,9000,297,6245762,cinecr@speedy.com.ar,http://www.cinecr.com.ar,NULL,-45.86107100,-67.48407200,Localización precisa,INCAA / SInCA,Privado comercial,1,463,si,2018
18021020,18,18021,NULL,Salas de cine,Corrientes,Capital,Corrientes,Los Cines De La Costa,Av. Centenario 3535,NULL,3400,3794,472200,centenario@loscinesdelacosta.com.ar,http://shopping.loscinesdelacosta.com.ar/index.php,NULL,-27.48135900,-58.76699800,Localización precisa,INCAA / SInCA,Privado comercial,4,562,NULL,2018
18021020,18,18021,NULL,Salas de cine,Corrientes,Capital,Corrientes,Cinemacenter,Av. Pedro Ferre Y Chacabuco,NULL,3400,3794,423400,centercorrientes@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-27.46464000,-58.81063500,Localización precisa,INCAA / SInCA,Privado comercial,5,1140,NULL,2018
18035020,18,18035,NULL,Salas de cine,Corrientes,Curuzu Cuatia,Curuzu Cuatiá,Sociedad Rural,Beron De Astrada 641,NULL,3460,NULL,NULL,nuevocineteatrorex@gmail.com,http://cinedelarural.com.ar,NULL,-29.79047300,-58.05447400,Localización precisa,INCAA / SInCA,Privado comercial,1,300,NULL,2018
18021020,18,18021,NULL,Salas de cine,Corrientes,Capital,Corrientes,Costanera,Carlos Pellegrini 451/311,NULL,3400,3794,472200,costanera@loscinesdelacosta.com.ar,http://www.loscinesdelacosta.com.ar/,NULL,-27.46475200,-58.84301500,Localización precisa,INCAA / SInCA,Privado comercial,2,358,NULL,2018
18084020,18,18084,NULL,Salas de cine,Corrientes,Ituzaingo,Ituzaingó,Leonardo Favio,Corrientes 1715,NULL,3302,3786,404273,wilfredodavid_50@hotmail.com,https://www.facebook.com/pg/CINEITU/about/,NULL,-27.58568700,-56.68698500,Localización precisa,INCAA / SInCA,Público municipal,1,200,si,2018
18070020,18,18070,NULL,Salas de cine,Corrientes,Goya,Goya,Cines De La Costa,España 659,NULL,3450,3794,472200,costanera@loscinesdelacosta.com.ar,www.micartelera.com.ar/cines.asp?id=3,NULL,-29.14428300,-59.26674100,Localización precisa,INCAA / SInCA,Privado comercial,2,370,NULL,2018
18119030,18,18119,NULL,Salas de cine,Corrientes,Paso de los Libres,Paso de los Libres,Cine Teatro Opera,Los 108 941,NULL,3230,3772,424404,imc@mplibres.gob.ar,https://www.facebook.com/pg/Cineoperacorrientes/about/?ref=page_internal,NULL,-29.71371010,-57.08556010,Localización precisa,INCAA / SInCA,Privado comercial,1,200,NULL,2018
30008090,30,30008,NULL,Salas de cine,Entre Ríos,Colon,San José,Cine Urquiza,25 De Mayo 1849,NULL,3283,343,4320151,nuevocineteatrorex@gmail.com,http://www.cineurquiza.com.ar,NULL,-32.21251500,-58.21790100,Localización precisa,INCAA / SInCA,Privado comercial,1,250,NULL,2018
30105060,30,30105,NULL,Salas de cine,Entre Ríos,Victoria,Victoria,Cine Teatro Victoria,Alem 64,NULL,3153,343,6421005,culturamdv@gmail.com,https://www.cinesargentinos.com.ar/complejo/sala-municipal-cine-teatro-victoria/,NULL,-32.62022470,-60.15723860,Localización precisa,INCAA / SInCA,Público municipal,1,299,si,2018
30015060,30,30015,NULL,Salas de cine,Entre Ríos,Concordia,Concordia,Teatro Gran Odeon,Entre Rios 567,NULL,3200,345,4224758,fernandaaragon@fundacionodeon.com.ar,http://www.fundacionodeon.com.ar,NULL,-31.39815100,-58.01899900,Localización precisa,INCAA / SInCA,Privado comercial,1,664,NULL,2018
30098040,30,30098,NULL,Salas de cine,Entre Ríos,Uruguay,Concepción del Uruguay,Cine Teatro San Martin,Estrada 820,NULL,3260,3442,426145,estudiocginepro@gmail.com,https://www.facebook.com/cinesanmartin/,NULL,-32.48000000,-58.23515600,Localización precisa,INCAA / SInCA,Privado comercial,1,457,NULL,2018
30008020,30,30008,NULL,Salas de cine,Entre Ríos,Colon,Villa Elisa,Centro Cultural La Fragua,Hector De Elia 1489,NULL,3265,3447,481779,asociacioncivillafragua@gmail.com,https://www.facebook.com/pg/asociacioncivillafragua/about/?ref=page_internal,NULL,-32.16527110,-58.40008700,Localización precisa,INCAA / SInCA,Público municipal,1,70,si,2018
30084160,30,30084,NULL,Salas de cine,Entre Ríos,Parana,Paraná,Cine Rex,Monte Caseros 266,NULL,3100,343,4320151,nuevocinerex@gmail.com,https://www.cinerexparana.com/,NULL,-31.73557900,-60.53082000,Localización precisa,INCAA / SInCA,Privado comercial,3,434,NULL,2018
30113080,30,30113,NULL,Salas de cine,Entre Ríos,Villaguay,Villaguay,Fundación Emilio Berisso,San Martin 540,NULL,3240,3455,414428,cineteatroberisso@gmail.com,https://www.facebook.com/pg/CineBerisso/about/?ref=page_internal,NULL,-31.86511500,-59.02743300,Localización precisa,INCAA / SInCA,Privado comercial,1,350,NULL,2018
34014020,34,34014,NULL,Salas de cine,Formosa,Formosa,Formosa,Cine Teatro Italia,Av. 25 De Mayo 353,NULL,3600,3717,436447,cineteatroitalia@formosa.gov.ar,https://www.facebook.com/cine.italia/,NULL,-26.18299644,-58.16838024,Localización precisa,INCAA / SInCA,Público provincial,1,565,si,2018
34014020,34,34014,NULL,Salas de cine,Formosa,Formosa,Formosa,Avenida,Av. Juan Domingo Peron 757,NULL,3600,3704,420255,jimecaceres@hotmail.com,https://www.facebook.com/pg/Cines-Avenida-112830095434025/about/?ref=page_internal,NULL,-26.16949700,-58.18148300,Localización precisa,INCAA / SInCA,Privado comercial,3,619,NULL,2018
38042040,38,38042,NULL,Salas de cine,Jujuy,Palpala,Palpala,Cine Teatro Altos Hornos Zapla,Av. Rio De La Plata 383,NULL,4612,388,4276689,claudio.caceres@imdpalpala.gob.ar,https://www.facebook.com/pg/CineAHZ/about/?ref=page_internal,NULL,-24.25759260,-65.21309500,Localización precisa,INCAA / SInCA,Privado comercial,1,1100,si,2018
""
38021060,38,38021,NULL,Salas de cine,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Cine Teatro Alfa,Patricias Argentinas 360,NULL,4600,388,4230426,cinealfajujuy@hotmail.com,https://twitter.com/cineteatroalfa,NULL,-24.18449400,-65.31115600,Localización precisa,INCAA / SInCA,Privado comercial,2,856,NULL,2018
42105030,42,42105,NULL,Salas de cine,La Pampa,Maraco,Gral. Pico,Espacio Incaa-Cine & Teatro Pico,Calle 17 957,NULL,6360,2302,421776,italianaxx@speedy.com.ar,http://www.picocine.com.ar/,NULL,-35.66053020,-63.75286950,Localización precisa,INCAA / SInCA,Privado comercial,1,534,si,2018
42105030,42,42105,NULL,Salas de cine,La Pampa,Maraco,Gral. Pico,Cine Gran Pampa,Calle 20 642,NULL,6360,2302,421776,italianaxx@speedy.com.ar,https://cines.com › Inicio › La Pampa › General Pico,NULL,-35.65898200,-63.75393500,Localización precisa,INCAA / SInCA,Privado comercial,1,730,NULL,2018
42021020,42,42021,NULL,Salas de cine,La Pampa,Capital,Santa Rosa,Amadeus,Coronel Gil 31,NULL,6300,2954,458160,administracion@cinedonbosco3d.com.ar, www.cineamadeus.com.ar/,NULL,-36.61990400,-64.28990200,Localización precisa,INCAA / SInCA,Privado comercial,1,223,NULL,2018
42021020,42,42021,NULL,Salas de cine,La Pampa,Capital,Santa Rosa,Espacio Incaa Santa Rosa,Quintana 172,NULL,6300,2954,772893,contablecultura.santarosa@hotmail.com,https://www.facebook.com/Espacio-INCAA-Santa-Rosa-715759378505317/,NULL,-36.61882750,-64.29339990,Localización precisa,INCAA / SInCA,Público municipal,1,118,si,2018
46014010,46,46014,NULL,Salas de cine,La Rioja,Capital,La Rioja,Cinemacenter,Av. Abel Bazan Y Bustos 710,NULL,5300,3804,461893,centerlarioja@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-29.41152524,-66.85814976,Localización precisa,INCAA / SInCA,Privado comercial,4,769,NULL,2018
46014010,46,46014,NULL,Salas de cine,La Rioja,Capital,La Rioja,Espacio 73,Catamarca 73,NULL,5300,3804,468432,coord.mediosaudiovisuales@gmail.com,http://www.culturalarioja.gob.ar,NULL,-29.41285200,-66.85932760,Localización precisa,INCAA / SInCA,Público nacional,1,128,si,2018
46014010,46,46014,NULL,Salas de cine,La Rioja,Capital,La Rioja,Cinema,Pelagio Luna 960,NULL,5300,3804,463383,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,NULL,-29.41279900,-66.86169300,Localización precisa,INCAA / SInCA,Privado comercial,2,292,NULL,2018
46014010,46,46014,NULL,Salas de cine,La Rioja,Capital,La Rioja,Cinema,San Martin 62,NULL,5300,3804,463386,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,NULL,-29.41478000,-66.85770100,Localización precisa,INCAA / SInCA,Privado comercial,1,72,NULL,2018
54091080,54,54091,NULL,Salas de cine,Misiones,Obera,Oberá,Cine Casinos,Av. Sarmiento 1044,NULL,3360,3755,425011,cinesobera@arnetbiz.com.ar,www.cinescasinoobera.com.ar/,NULL,-27.48614000,-55.12317200,Localización precisa,INCAA / SInCA,Privado comercial,2,292,NULL,2018
54028030,54,54028,NULL,Salas de cine,Misiones,Capital,Posadas,Sunstar,Bolivar 1979,NULL,3300,376,438666,gerente.posadas@sunstar.com,http://www.cinesunstar.com/,NULL,-27.36677500,-55.89562600,Localización precisa,INCAA / SInCA,Privado comercial,4,559,NULL,2018
54091080,54,54091,NULL,Salas de cine,Misiones,Obera,Oberá,Cine Teatro Obera,San Martin 1069,NULL,3360,3755,408625,cineteatro.obera@outlook.com,https://www.facebook.com/CineTeatroObera/,NULL,-27.48820800,-55.12230500,Localización precisa,INCAA / SInCA,Público municipal,1,220,si,2018
58035070,58,58035,NULL,Salas de cine,Neuquén,Confluencia,Neuquén,Village,Av. Antartida Argentina 1111,NULL,8300,2994,471500,village.neuquen@village.com.ar,https://www.villagecines.com/,NULL,-38.94753500,-68.08014100,Localización precisa,INCAA / SInCA,Privado comercial,7,1894,NULL,2018
58035070,58,58035,NULL,Salas de cine,Neuquén,Confluencia,Neuquén,Cine Teatro Español,Av. Argentina 245,NULL,8300,2994,429747,clau_diaz@hotmail.com,https://www.facebook.com/cineteatronqn/,NULL,-38.95250200,-68.05886850,Localización precisa,INCAA / SInCA,Privado comercial,1,639,si,2018
58035040,58,58035,NULL,Salas de cine,Neuquén,Confluencia,Cutral-Co,Cine Rex Cutral-Co,Av. Del Trabajo 676,NULL,8200,NULL,NULL,iturbemariano@gmail.com,http://www.cinerexcutralco.com.ar/index.php,NULL,-38.93714500,-69.22888600,Localización precisa,INCAA / SInCA,Privado comercial,1,290,NULL,2018
58056010,58,58056,NULL,Salas de cine,Neuquén,Lacar,San Martín de los Andes,Centro Cultural Costema,Gral. Roca 1154,NULL,8370,2972,428399,cccotesma@cotesma.com.ar,http://centrocultural.cotesma.com.ar/agenda-de-cine,NULL,-40.15738300,-71.35183720,Localización precisa,INCAA / SInCA,Privado comercial,2,398,si,2018
58112040,58,58112,NULL,Salas de cine,Neuquén,Zapala,Zapala,Cine Teatro Municipal Amado Sapag,San Martin 281,NULL,8340,2942,421664,jjjeldrez@hotmail.com,https://www.facebook.com/Cine-Teatro-de-Zapala-1558752601048983/,NULL,-38.90354560,-70.06491820,Localización precisa,INCAA / SInCA,Público municipal,1,738,si,2018
62042560,62,62042,NULL,Salas de cine,Río Negro,General Roca,Villa Regina,Cine Teatro Circulo Italiano,Av. Rivadavia 117,NULL,8336,298,4588456,espacioincaavillaregina@gmail.com,http://cineteatrocirculo.com.ar/tags/cine,NULL,-39.09326355,-67.08392556,Localización precisa,INCAA / SInCA,Privado comercial,1,661,si,2018
62042450,62,62042,NULL,Salas de cine,Río Negro,General Roca,Gral. Roca,Cine Rex,Av. Roca 1585,NULL,8332,343,5122308,iturbemariano@gmail.com,http://cinerexroca.com.ar,NULL,-39.02737700,-67.57543600,Localización precisa,INCAA / SInCA,Privado comercial,2,300,NULL,2018
62042390,62,62042,NULL,Salas de cine,Río Negro,General Roca,Cinco Saltos,Cine Teatro Español,Av. Roca 326,NULL,8303,299,4980122,asoc.esp.cinco.saltos@gmial.com,https://www.facebook.com/pg/Cine-Teatro-Espa%C3%B1ol-Cinco-Saltos-1534103586894165/about/?ref=page_internal,NULL,-38.82830100,-68.06446700,Localización precisa,INCAA / SInCA,Privado comercial,1,320,si,2018
62007090,62,62007,NULL,Salas de cine,Río Negro,Adolfo Alsina,Viedma,Cine Gama,Gallardo 160,NULL,8500,2920,432286,cinegama@yahoo.com.ar,https://cines.com/argentina/cine-gama/,NULL,-40.81081200,-62.98849700,Localización precisa,INCAA / SInCA,Privado comercial,1,350,NULL,2018
62021060,62,62021,NULL,Salas de cine,Río Negro,Bariloche,Bariloche,Sunstar,Onelli 447,NULL,8400,2944,433128,gerente.bariloche@cinesunstar.com,http://www.cinesunstar.com/,NULL,-41.13347200,-71.31027800,Localización precisa,INCAA / SInCA,Privado comercial,3,461,NULL,2018
62021060,62,62021,NULL,Salas de cine,Río Negro,Bariloche,Bariloche,La Llave,Sobral Y Onelli,NULL,8400,294,421599,comunicacionculturalmscb@bariloche.com.ar,https://www.facebook.com/escuelalallavebariloche/,NULL,-41.15479963,-71.30052075,Localización precisa,INCAA / SInCA,Público municipal,1,100,si,2018
62014040,62,62014,NULL,Salas de cine,Río Negro,Avellaneda,Choele Choel,Sala Municipal Espacio Incaa,Tello Y Av. San Martin,NULL,8360,298,4555525,secdesarrollosocialchoele@hotmail.com,https://www.facebook.com/EspacioIncaaKm1000ChoeleChoel/,NULL,-39.28799100,-65.66539800,Localización precisa,INCAA / SInCA,Público municipal,1,282,si,2018
66028050,66,66028,NULL,Salas de cine,Salta,Capital,Salta,Cine Rex,Av. San Martin 1170,NULL,4400,387,4889200,zingone@arnet.com.ar,https://www.facebook.com/pg/Cine-Rex-Salta-1989566067982401/about/?ref=page_internal,NULL,-24.79296700,-65.41917500,Localización precisa,INCAA / SInCA,Privado comercial,2,353,NULL,2018
66056220,66,66056,NULL,Salas de cine,Salta,Grl. Jose de San Martin,Tartagal,Open Plaza,Guemes 421,NULL,4560,NULL,NULL,adrianc@ferreterianorte.com.ar, http://www.cineopenplaza.com.ar,NULL,-22.51593300,-63.80501800,Localización precisa,INCAA / SInCA,Privado comercial,1,220,NULL,2018
66126070,66,66126,NULL,Salas de cine,Salta,Oran,Orán,Cine Municipal De La Cultura Oran,Hipolito Yrigoyen 137,NULL,4530,3878,421274,culturaoran@gmail.com,https://www.facebook.com/Cine-Municipal-Espacios-Incaa-Oran-473261419496188/,NULL,-23.13513220,-64.32221540,Localización precisa,INCAA / SInCA,Público municipal,1,280,si,2018
66028050,66,66028,NULL,Salas de cine,Salta,Capital,Salta,Hogar Escuela,Pje. Chiclana Esq. H. Irigoyen S/N,NULL,4400,387,4228669,ministro@cultura.salta.gov.ar,http://www.culturasalta.gov.ar/contenidos/espacio-incaa-hogar-escuela/50,NULL,-24.79591900,-65.39997000,Localización precisa,INCAA / SInCA,Público provincial,1,354,si,2018
66028050,66,66028,NULL,Salas de cine,Salta,Capital,Salta,Opera,Urquiza 560,NULL,4400,387,4213297,zingone@arnet.com.ar,https://www.facebook.com/pages/category/Drive-In-Movie-Theater/Cine-Opera-Salta-155718934490642/,NULL,-24.79240300,-65.41075800,Localización precisa,INCAA / SInCA,Privado comercial,2,682,NULL,2018
66028050,66,66028,NULL,Salas de cine,Salta,Capital,Salta,Hoyts,Virrey Toledo 702,NULL,4400,NULL,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,NULL,-24.78147200,-65.40354700,Localización precisa,INCAA / SInCA,Privado comercial,8,1362,NULL,2018
70028010,70,70028,NULL,Salas de cine,San Juan,Capital,San Juan,Cinemacenter,Av. Circunvalacion Y Escalabrini Ortiz,NULL,5400,264,4212121,centersanjuan@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-31.52259300,-68.54260400,Localización precisa,INCAA / SInCA,Privado comercial,8,1803,NULL,2018
70028010,70,70028,NULL,Salas de cine,San Juan,Capital,San Juan,Play Cinema,Av. Libertador 1826 (Oeste),NULL,5400,264,4309000,admnistracion@playcinema.net,http://www.playcinema.net/,NULL,-31.53176600,-68.55143200,Localización precisa,INCAA / SInCA,Privado comercial,6,1071,NULL,2018
70028010,70,70028,NULL,Salas de cine,San Juan,Capital,San Juan,Cine Teatro Municipal San Juan,B. Mitre 41 Este,NULL,5400,264,4213295,cineteatromunicipalsj@gmail.com,http://www.municipiosanjuan.gob.ar/?q=content/cartelera-del-cine-teatro-municipal,NULL,-31.53776800,-68.52529700,Localización precisa,INCAA / SInCA,Público municipal,1,416,si,2018
70028010,70,70028,NULL,Salas de cine,San Juan,Capital,San Juan,Fundación Iopps,Pedro Echague Oeste 475,NULL,5400,264,4219787,iopps@speedy.com.ar,https://www.facebook.com/ioppscultura/,NULL,-31.53005000,-68.51990700,Localización precisa,INCAA / SInCA,Privado comercial,1,180,NULL,2018
70028010,70,70028,NULL,Salas de cine,San Juan,Capital,San Juan,UPCN - San Juan,Sarmiento 461 Sur,NULL,5400,264,4214611,adolfomallea@yahoo.com.ar,http://www.upcndigital.org/san-juan,NULL,-31.52639000,-68.53364400,Localización precisa,INCAA / SInCA,Privado independiente,1,298,si,2018
74056150,74,74056,NULL,Salas de cine,San Luis,La Capital,San Luis,Cinemacenter,J. A. Roca 260,NULL,5700,2664,441001,centerluis@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-33.30922400,-66.32764700,Localización precisa,INCAA / SInCA,Privado comercial,7,1951,NULL,2018
74035070,74,74035,NULL,Salas de cine,San Luis,General Pedernera,Villa Mercedes,Fénix,Pueyrredon 1651,NULL,5730,2657,425513,hm@cinesdigitales.com,http://www.cinesfenix.com,NULL,-33.66301900,-65.46434400,Localización precisa,INCAA / SInCA,Privado comercial,3,475,NULL,2018
78014060,78,78014,NULL,Salas de cine,Santa Cruz,Deseado,Las Heras,Osvaldo Jorge Bayer,13 De Diciembre Y Malvinas S/N,NULL,9017,297,4974923,centroculturallasheras@gmail.com,https://www.facebook.com/pg/centroculturallasheras/about/?ref=page_internal,NULL,-46.53858900,-68.94415300,Localización precisa,INCAA / SInCA,Privado comercial,1,196,NULL,2018
78042010,78,78042,NULL,Salas de cine,Santa Cruz,Magallanes,Puerto San Julian,Cine Teatro Talia,25 De Mayo 1188,NULL,9310,2962,415893,cineteatrotalia1930@gmail.com,https://www.facebook.com/pg/cineteatrotalia/about/?ref=page_internal,NULL,-49.31522700,-67.72210300,Localización precisa,INCAA / SInCA,Privado comercial,1,340,si,2018
78014010,78,78014,NULL,Salas de cine,Santa Cruz,Deseado,Caleta Olivia,Asociación Amigos Del Arte Mechenien,J. Newbery Esq. Deocarets S/N,Piso 1,9011,297,4851770,mechenien_asociacion@hotmail.com,https://www.mechenien.org.ar/,NULL,-46.43750600,-67.52675000,Localización precisa,INCAA / SInCA,Privado comercial,1,350,si,2018
86035090,86,86035,NULL,Salas de cine,Santiago del Estero,Banda,La Banda,Cinemacenter,Aut. Juan D. Peron S/N Parque Industrial,NULL,4200,385,4373184,cinessantiago@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,NULL,-27.76248700,-64.24480400,Localización precisa,INCAA / SInCA,Privado comercial,3,822,NULL,2018
86035090,86,86035,NULL,Salas de cine,Santiago del Estero,Banda,La Banda,Cine Teatro Municipal Renzi,Av. Besares 151,NULL,4300,385,4279188,Alejandro_jozami@hotmail.com,https://www.facebook.com/CineRenzi/,NULL,-27.73175140,-64.24261230,Localización precisa,INCAA / SInCA,Público municipal,1,152,si,2018
86049110,86,86049,NULL,Salas de cine,Santiago del Estero,Capital,Santiago del Estero,Sunstar,Av. Rivadavia Y Ejercito Argentino,NULL,4200,385,4213666,gerente.santiago@cinesunstar.com,http://www.cinesunstar.com/,NULL,-27.78442000,-64.26728100,Localización precisa,INCAA / SInCA,Privado comercial,5,1585,NULL,2018
